x_per,y_per,lat,lon,parking
-0.5,0.866025404,0.707191138,0.380036905,0
-0.608761429,0.79335334,0.816466391,0.613912372,9.5
-0.707106781,0.707106781,0.816466391,0.613912372,9
-0.79335334,0.608761429,0.816466391,0.613912372,8.5
-0.866025404,0.5,0.816466391,0.613912372,8
-0.923879533,0.382683432,0.816466391,0.613912372,7.5
-0.965925826,0.258819045,0.816466391,0.613912372,7
-0.991444861,0.130526192,0.816466391,0.613912372,6.5
-1,-2.99E-15,0.816466391,0.613912372,6
-0.991444861,-0.130526192,0.816466391,0.613912372,5.5
-0.965925826,-0.258819045,0.816466391,0.613912372,5
-0.923879533,-0.382683432,0.816466391,0.613912372,4.5
-0.866025404,-0.5,0.816466391,0.613912372,4
-0.79335334,-0.608761429,0.816466391,0.613912372,3.5
-0.707106781,-0.707106781,0.816466391,0.613912372,3
-0.608761429,-0.79335334,0.816466391,0.613912372,2.5
-0.5,-0.866025404,0.816466391,0.613912372,2
-0.382683432,-0.923879533,0.816466391,0.613912372,1.5
-0.258819045,-0.965925826,0.816466391,0.613912372,1
-0.130526192,-0.991444861,0.816466391,0.613912372,0.5
7.04E-16,-1,0.816466391,0.613912372,0
0.130526192,-0.991444861,0.725966955,0.613912372,0
0.258819045,-0.965925826,0.622324446,0.613912372,12.5
0.382683432,-0.923879533,0.622324446,0.613912372,12
0.5,-0.866025404,0.622324446,0.382397116,11.5
0.608761429,-0.79335334,0.622324446,0.147663391,11
0.707106781,-0.707106781,0.622324446,0.147663391,10.5
0.79335334,-0.608761429,0.622324446,0.147663391,10
0.866025404,-0.5,0.622324446,0.147663391,9.5
0.923879533,-0.382683432,0.622324446,0.147663391,9
0.965925826,-0.258819045,0.622324446,0.147663391,8.5
0.991444861,-0.130526192,0.622324446,0.147663391,8
1,-2.45E-16,0.622324446,0.147663391,7.5
0.991444861,0.130526192,0.622324446,0.147663391,7
0.965925826,0.258819045,0.622324446,0.147663391,6.5
0.923879533,0.382683432,0.622324446,0.147663391,6
0.866025404,0.5,0.622324446,0.147663391,5.5
0.79335334,0.608761429,0.622324446,0.147663391,5
0.707106781,0.707106781,0.622324446,0.147663391,4.5
0.608761429,0.79335334,0.622324446,0.147663391,4
0.5,0.866025404,0.622324446,0.147663391,3.5
0.382683432,0.923879533,0.622324446,0.147663391,3
0.258819045,0.965925826,0.622324446,0.147663391,2.5
0.130526192,0.991444861,0.622324446,0.147663391,2
2.06E-15,1,0.622324446,0.147663391,1.5
-0.130526192,0.991444861,0.622324446,0.147663391,1
-0.258819045,0.965925826,0.622324446,0.147663391,0.5
-0.382683432,0.923879533,0.622324446,0.147663391,0
-0.5,0.866025404,0.727844536,0.378749517,0
-0.608761429,0.79335334,0.808956065,0.614341501,5.5
-0.707106781,0.707106781,0.808956065,0.614341501,5
-0.79335334,0.608761429,0.808956065,0.614341501,4.5
-0.866025404,0.5,0.808956065,0.614341501,4
-0.923879533,0.382683432,0.808956065,0.614341501,3.5
-0.965925826,0.258819045,0.808956065,0.614341501,3
