x_per,y_per,lat,lon,parking
2.06E-15,1,0.697136688,0.272690212,0
-0.130526192,0.991444861,0.714701465,0.540080676,12
-0.258819045,0.965925826,0.714701465,0.540080676,11.5
-0.382683432,0.923879533,0.714701465,0.540080676,11
-0.5,0.866025404,0.714701465,0.540080676,10.5
-0.608761429,0.79335334,0.714701465,0.540080676,10
-0.707106781,0.707106781,0.714701465,0.540080676,9.5
-0.79335334,0.608761429,0.714701465,0.540080676,9
-0.866025404,0.5,0.714701465,0.540080676,8.5
-0.923879533,0.382683432,0.714701465,0.540080676,8
-0.965925826,0.258819045,0.714701465,0.540080676,7.5
-0.991444861,0.130526192,0.714701465,0.540080676,7
-1,-2.99E-15,0.714701465,0.540080676,6.5
-0.991444861,-0.130526192,0.714701465,0.540080676,6
-0.965925826,-0.258819045,0.714701465,0.540080676,5.5
-0.923879533,-0.382683432,0.714701465,0.540080676,5
-0.866025404,-0.5,0.714701465,0.540080676,4.5
-0.79335334,-0.608761429,0.714701465,0.540080676,4
-0.707106781,-0.707106781,0.714701465,0.540080676,3.5
-0.608761429,-0.79335334,0.714701465,0.540080676,3
-0.5,-0.866025404,0.714701465,0.540080676,2.5
-0.382683432,-0.923879533,0.714701465,0.540080676,2
-0.258819045,-0.965925826,0.714701465,0.540080676,1.5
-0.130526192,-0.991444861,0.714701465,0.540080676,1
7.04E-16,-1,0.714701465,0.540080676,0.5
0.130526192,-0.991444861,0.714701465,0.540080676,0
0.258819045,-0.965925826,0.68774878,0.273977599,0
0.382683432,-0.923879533,0.653285768,0.002295842,4.5
0.5,-0.866025404,0.653285768,0.002295842,4
0.608761429,-0.79335334,0.653285768,0.002295842,3.5
0.707106781,-0.707106781,0.653285768,0.002295842,3
0.79335334,-0.608761429,0.653285768,0.002295842,2.5
0.866025404,-0.5,0.653285768,0.002295842,2
0.923879533,-0.382683432,0.653285768,0.002295842,1.5
0.965925826,-0.258819045,0.653285768,0.002295842,1
0.991444861,-0.130526192,0.653285768,0.002295842,0.5
1,-2.45E-16,0.653285768,0.002295842,0
0.991444861,0.130526192,0.437964701,0.658370167,0
0.965925826,0.258819045,0.65206534,0.407007681,0
0.923879533,0.382683432,0.653285768,0.002295842,4
0.866025404,0.5,0.653285768,0.002295842,3.5
0.79335334,0.608761429,0.653285768,0.002295842,3
0.707106781,0.707106781,0.653285768,0.002295842,2.5
0.608761429,0.79335334,0.653285768,0.002295842,2
0.5,0.866025404,0.653285768,0.002295842,1.5
0.382683432,0.923879533,0.653285768,0.002295842,1
0.258819045,0.965925826,0.653285768,0.002295842,0.5
0.130526192,0.991444861,0.653285768,0.002295842,0
