x_per,y_per,lat,lon,parking
-0.79335334,-0.608761429,0.706289899,0.493721056,0
-0.707106781,-0.707106781,0.712354487,0.001460219,9
-0.608761429,-0.79335334,0.712354487,0.001460219,8.5
-0.5,-0.866025404,0.712354487,0.001460219,8
-0.382683432,-0.923879533,0.712354487,0.001460219,7.5
-0.258819045,-0.965925826,0.712354487,0.001460219,7
-0.130526192,-0.991444861,0.712354487,0.001460219,6.5
7.04E-16,-1,0.712354487,0.001460219,6
0.130526192,-0.991444861,0.712354487,0.001460219,5.5
0.258819045,-0.965925826,0.712354487,0.001460219,5
0.382683432,-0.923879533,0.712354487,0.001460219,4.5
0.5,-0.866025404,0.712354487,0.001460219,4
0.608761429,-0.79335334,0.712354487,0.001460219,3.5
0.707106781,-0.707106781,0.712354487,0.001460219,3
0.79335334,-0.608761429,0.712354487,0.001460219,2.5
0.866025404,-0.5,0.712354487,0.001460219,2
0.923879533,-0.382683432,0.712354487,0.001460219,1.5
0.965925826,-0.258819045,0.712354487,0.001460219,1
0.991444861,-0.130526192,0.712354487,0.49246944,0.5
1,-2.45E-16,0.712354487,0.981184029,0
0.991444861,0.130526192,0.704412317,0.981184029,0
0.965925826,0.258819045,0.696470146,0.981184029,3.5
0.923879533,0.382683432,0.696470146,0.981184029,3
0.866025404,0.5,0.696470146,0.981184029,2.5
0.79335334,0.608761429,0.696470146,0.981184029,2
0.707106781,0.707106781,0.696470146,0.981184029,1.5
0.608761429,0.79335334,0.696470146,0.981184029,1
0.5,0.866025404,0.696470146,0.981184029,0.5
0.382683432,0.923879533,0.696470146,0.981184029,0
0.258819045,0.965925826,0.577938415,0.391234511,0
0.130526192,0.991444861,1,0.276649005,0
2.06E-15,1,0.696470146,0.981184029,8
-0.130526192,0.991444861,0.696470146,0.981184029,7.5
-0.258819045,0.965925826,0.696470146,0.981184029,7
-0.382683432,0.923879533,0.696470146,0.981184029,6.5
-0.5,0.866025404,0.696470146,0.981184029,6
-0.608761429,0.79335334,0.696470146,0.981184029,5.5
-0.707106781,0.707106781,0.696470146,0.981184029,5
-0.79335334,0.608761429,0.696470146,0.981184029,4.5
-0.866025404,0.5,0.696470146,0.981184029,4
-0.923879533,0.382683432,0.696470146,0.981184029,3.5
-0.965925826,0.258819045,0.696470146,0.981184029,3
-0.991444861,0.130526192,0.696470146,0.981184029,2.5
-1,-2.99E-15,0.696470146,0.981184029,2
-0.991444861,-0.130526192,0.696470146,0.981184029,1.5
-0.965925826,-0.258819045,0.696470146,0.981184029,1
-0.923879533,-0.382683432,0.696470146,0.981184029,0.5
-0.866025404,-0.5,0.696470146,0.981184029,0
-0.79335334,-0.608761429,0.710045062,0.490383412,0
-0.707106781,-0.707106781,0.734885468,0.000625808,9
-0.608761429,-0.79335334,0.734885468,0.000625808,8.5
-0.5,-0.866025404,0.734885468,0.000625808,8
-0.382683432,-0.923879533,0.734885468,0.000625808,7.5
-0.258819045,-0.965925826,0.734885468,0.000625808,7
-0.130526192,-0.991444861,0.734885468,0.000625808,6.5
7.04E-16,-1,0.734885468,0.000625808,6
0.130526192,-0.991444861,0.734885468,0.000625808,5.5
0.258819045,-0.965925826,0.734885468,0.000625808,5
0.382683432,-0.923879533,0.734885468,0.000625808,4.5
0.5,-0.866025404,0.734885468,0.000625808,4
0.608761429,-0.79335334,0.734885468,0.000625808,3.5
0.707106781,-0.707106781,0.734885468,0.000625808,3
0.79335334,-0.608761429,0.734885468,0.000625808,2.5
0.866025404,-0.5,0.734885468,0.000625808,2
0.923879533,-0.382683432,0.734885468,0.000625808,1.5
0.965925826,-0.258819045,0.734885468,0.000625808,1
0.991444861,-0.130526192,0.734885468,0.490383412,0.5
1,-2.45E-16,0.734885468,0.981184029,0
0.991444861,0.130526192,0.691269245,0.981184029,0
0.965925826,0.258819045,0.662673676,0.981184029,13
0.923879533,0.382683432,0.662673676,0.981184029,12.5
0.866025404,0.5,0.662673676,0.981184029,12
0.79335334,0.608761429,0.662673676,0.981184029,11.5
0.707106781,0.707106781,0.662673676,0.981184029,11
0.608761429,0.79335334,0.662673676,0.981184029,10.5
0.5,0.866025404,0.662673676,0.981184029,10
0.382683432,0.923879533,0.662673676,0.981184029,9.5
0.258819045,0.965925826,0.662673676,0.981184029,9
0.130526192,0.991444861,0.662673676,0.981184029,8.5
2.06E-15,1,0.662673676,0.981184029,8
-0.130526192,0.991444861,0.662673676,0.981184029,7.5
-0.258819045,0.965925826,0.662673676,0.981184029,7
-0.382683432,0.923879533,0.662673676,0.981184029,6.5
-0.5,0.866025404,0.662673676,0.981184029,6
-0.608761429,0.79335334,0.662673676,0.981184029,5.5
-0.707106781,0.707106781,0.662673676,0.981184029,5
-0.79335334,0.608761429,0.662673676,0.981184029,4.5
-0.866025404,0.5,0.662673676,0.981184029,4
-0.923879533,0.382683432,0.662673676,0.981184029,3.5
-0.965925826,0.258819045,0.662673676,0.981184029,3
-0.991444861,0.130526192,0.662673676,0.981184029,2.5
-1,-2.99E-15,0.662673676,0.981184029,2
-0.991444861,-0.130526192,0.662673676,0.981184029,1.5
-0.965925826,-0.258819045,0.662673676,0.981184029,1
-0.923879533,-0.382683432,0.662673676,0.981184029,0.5
-0.866025404,-0.5,0.662673676,0.981184029,0
-0.79335334,-0.608761429,0.715677807,0.491217823,0
-0.707106781,-0.707106781,0.740518213,0.002086028,9
-0.608761429,-0.79335334,0.740518213,0.002086028,8.5
-0.5,-0.866025404,0.740518213,0.002086028,8
-0.382683432,-0.923879533,0.740518213,0.002086028,7.5
-0.258819045,-0.965925826,0.740518213,0.002086028,7
-0.130526192,-0.991444861,0.740518213,0.002086028,6.5
7.04E-16,-1,0.740518213,0.002086028,6
0.130526192,-0.991444861,0.740518213,0.002086028,5.5
0.258819045,-0.965925826,0.740518213,0.002086028,5
0.382683432,-0.923879533,0.740518213,0.002086028,4.5
0.5,-0.866025404,0.740518213,0.002086028,4
0.608761429,-0.79335334,0.740518213,0.002086028,3.5
0.707106781,-0.707106781,0.740518213,0.002086028,3
0.79335334,-0.608761429,0.740518213,0.002086028,2.5
0.866025404,-0.5,0.740518213,0.002086028,2
0.923879533,-0.382683432,0.740518213,0.002086028,1.5
0.965925826,-0.258819045,0.740518213,0.002086028,1
0.991444861,-0.130526192,0.740518213,0.492886645,0.5
1,-2.45E-16,0.740518213,0.983687263,0
0.991444861,0.130526192,0.683758919,0.983687263,0
0.965925826,0.258819045,0.694592565,0.983687263,0
0.923879533,0.382683432,0.556928276,0.208623639,0
0.866025404,0.5,0.553642508,0.889002462,0
0.79335334,0.608761429,0.694592565,0.983687263,11.5
0.707106781,0.707106781,0.694592565,0.983687263,11
0.608761429,0.79335334,0.694592565,0.983687263,10.5
0.5,0.866025404,0.694592565,0.983687263,10
0.382683432,0.923879533,0.694592565,0.983687263,9.5
0.258819045,0.965925826,0.694592565,0.983687263,9
0.130526192,0.991444861,0.694592565,0.983687263,8.5
2.06E-15,1,0.694592565,0.983687263,8
-0.130526192,0.991444861,0.694592565,0.983687263,7.5
-0.258819045,0.965925826,0.694592565,0.983687263,7
-0.382683432,0.923879533,0.694592565,0.983687263,6.5
-0.5,0.866025404,0.694592565,0.983687263,6
-0.608761429,0.79335334,0.694592565,0.983687263,5.5
-0.707106781,0.707106781,0.694592565,0.983687263,5
-0.79335334,0.608761429,0.694592565,0.983687263,4.5
-0.866025404,0.5,0.694592565,0.983687263,4
-0.923879533,0.382683432,0.694592565,0.983687263,3.5
-0.965925826,0.258819045,0.694592565,0.983687263,3
-0.991444861,0.130526192,0.694592565,0.983687263,2.5
-1,-2.99E-15,0.694592565,0.983687263,2
-0.991444861,-0.130526192,0.694592565,0.983687263,1.5
-0.965925826,-0.258819045,0.694592565,0.983687263,1
-0.923879533,-0.382683432,0.694592565,0.983687263,0.5
-0.866025404,-0.5,0.694592565,0.983687263,0
-0.79335334,-0.608761429,0.687514082,0.492052234,0
-0.707106781,-0.707106781,0.708599324,0.003337644,9
-0.608761429,-0.79335334,0.708599324,0.003337644,8.5
-0.5,-0.866025404,0.708599324,0.003337644,8
-0.382683432,-0.923879533,0.708599324,0.003337644,7.5
-0.258819045,-0.965925826,0.708599324,0.003337644,7
-0.130526192,-0.991444861,0.708599324,0.003337644,6.5
7.04E-16,-1,0.708599324,0.003337644,6
