x_per,y_per,lat,lon,parking
-0.5,0.866025404,0.521263612,0.488992834,0
-0.608761429,0.79335334,0.617179872,0.707548384,10.5
-0.707106781,0.707106781,0.617179872,0.707548384,10
-0.79335334,0.608761429,0.617179872,0.707548384,9.5
-0.866025404,0.5,0.617179872,0.707548384,9
-0.923879533,0.382683432,0.617179872,0.707548384,8.5
-0.965925826,0.258819045,0.617179872,0.707548384,8
-0.991444861,0.130526192,0.617179872,0.707548384,7.5
-1,-2.99E-15,0.617179872,0.707548384,7
-0.991444861,-0.130526192,0.617179872,0.707548384,6.5
-0.965925826,-0.258819045,0.617179872,0.707548384,6
-0.923879533,-0.382683432,0.617179872,0.707548384,5.5
-0.866025404,-0.5,0.617179872,0.707548384,5
-0.79335334,-0.608761429,0.617179872,0.707548384,4.5
-0.707106781,-0.707106781,0.617179872,0.707548384,4
-0.608761429,-0.79335334,0.617179872,0.707548384,3.5
-0.5,-0.866025404,0.617179872,0.707548384,3
-0.382683432,-0.923879533,0.617179872,0.707548384,2.5
-0.258819045,-0.965925826,0.617179872,0.707548384,2
-0.130526192,-0.991444861,0.617179872,0.707548384,1.5
7.04E-16,-1,0.617179872,0.707548384,1
0.130526192,-0.991444861,0.617179872,0.707548384,0.5
0.258819045,-0.965925826,0.617179872,0.707548384,0
0.382683432,-0.923879533,0.515630867,0.707548384,0
0.5,-0.866025404,0.393428464,0.488992834,11.5
0.608761429,-0.79335334,0.393428464,0.26893533,11
0.707106781,-0.707106781,0.393428464,0.26893533,10.5
0.79335334,-0.608761429,0.393428464,0.26893533,10
0.866025404,-0.5,0.393428464,0.26893533,9.5
0.923879533,-0.382683432,0.393428464,0.26893533,9
0.965925826,-0.258819045,0.393428464,0.26893533,8.5
0.991444861,-0.130526192,0.393428464,0.26893533,8
1,-2.45E-16,0.393428464,0.26893533,7.5
0.991444861,0.130526192,0.393428464,0.26893533,7
0.965925826,0.258819045,0.393428464,0.26893533,6.5
0.923879533,0.382683432,0.393428464,0.26893533,6
0.866025404,0.5,0.393428464,0.26893533,5.5
0.79335334,0.608761429,0.393428464,0.26893533,5
0.707106781,0.707106781,0.393428464,0.26893533,4.5
0.608761429,0.79335334,0.393428464,0.26893533,4
0.5,0.866025404,0.393428464,0.26893533,3.5
0.382683432,0.923879533,0.393428464,0.26893533,3
0.258819045,0.965925826,0.393428464,0.26893533,2.5
0.130526192,0.991444861,0.393428464,0.26893533,2
2.06E-15,1,0.393428464,0.26893533,1.5
-0.130526192,0.991444861,0.393428464,0.26893533,1
-0.258819045,0.965925826,0.393428464,0.26893533,0.5
-0.382683432,0.923879533,0.393428464,0.26893533,0
-0.5,0.866025404,0.509998122,0.488992834,0
-0.608761429,0.79335334,0.624690199,0.70733382,9.5
-0.707106781,0.707106781,0.624690199,0.70733382,9
-0.79335334,0.608761429,0.624690199,0.70733382,8.5
-0.866025404,0.5,0.624690199,0.70733382,8
-0.923879533,0.382683432,0.624690199,0.70733382,7.5
-0.965925826,0.258819045,0.624690199,0.70733382,7
-0.991444861,0.130526192,0.624690199,0.70733382,6.5
-1,-2.99E-15,0.624690199,0.70733382,6
-0.991444861,-0.130526192,0.624690199,0.70733382,5.5
-0.965925826,-0.258819045,0.624690199,0.70733382,5
-0.923879533,-0.382683432,0.624690199,0.70733382,4.5
-0.866025404,-0.5,0.624690199,0.70733382,4
-0.79335334,-0.608761429,0.624690199,0.70733382,3.5
-0.707106781,-0.707106781,0.624690199,0.70733382,3
-0.608761429,-0.79335334,0.624690199,0.70733382,2.5
-0.5,-0.866025404,0.624690199,0.70733382,2
-0.382683432,-0.923879533,0.624690199,0.70733382,1.5
-0.258819045,-0.965925826,0.624690199,0.70733382,1
-0.130526192,-0.991444861,0.624690199,0.70733382,0.5
7.04E-16,-1,0.624690199,0.70733382,0
0.130526192,-0.991444861,0.577938415,0.373835987,0
0.258819045,-0.965925826,0.624690199,0.70733382,0
