x_per,y_per,lat,lon,parking
-0.5,0.866025404,0.502684942,0.416995666,0
-0.608761429,0.79335334,0.695230943,0.215873493,10
-0.707106781,0.707106781,0.695230943,0.215873493,9.5
-0.79335334,0.608761429,0.695230943,0.215873493,9
-0.866025404,0.5,0.695230943,0.215873493,8.5
-0.923879533,0.382683432,0.695230943,0.215873493,8
-0.965925826,0.258819045,0.695230943,0.215873493,7.5
-0.991444861,0.130526192,0.695230943,0.215873493,7
-1,-2.54E-15,0.695230943,0.215873493,6.5
-0.991444861,-0.130526192,0.695230943,0.215873493,6
-0.965925826,-0.258819045,0.695230943,0.215873493,5.5
-0.923879533,-0.382683432,0.695230943,0.215873493,5
-0.866025404,-0.5,0.695230943,0.215873493,4.5
-0.79335334,-0.608761429,0.695230943,0.215873493,4
-0.707106781,-0.707106781,0.695230943,0.215873493,3.5
-0.608761429,-0.79335334,0.695230943,0.215873493,3
-0.5,-0.866025404,0.695230943,0.215873493,2.5
-0.382683432,-0.923879533,0.695230943,0.215873493,2
-0.258819045,-0.965925826,0.695230943,0.215873493,1.5
-0.130526192,-0.991444861,0.695230943,0.215873493,1
7.04E-16,-1,0.695230943,0.215873493,0.5
0.130526192,-0.991444861,0.695230943,0.215873493,0
0.258819045,-0.965925826,0.487664288,0.416566536,0
0.382683432,-0.923879533,0.266954563,0.621765438,10.5
0.5,-0.866025404,0.266954563,0.621765438,10
0.608761429,-0.79335334,0.266954563,0.621765438,9.5
0.707106781,-0.707106781,0.266954563,0.621765438,9
0.79335334,-0.608761429,0.266954563,0.621765438,8.5
0.866025404,-0.5,0.266954563,0.621765438,8
0.923879533,-0.382683432,0.266954563,0.621765438,7.5
0.965925826,-0.258819045,0.266954563,0.621765438,7
0.991444861,-0.130526192,0.266954563,0.621765438,6.5
1,-2.45E-16,0.266954563,0.621765438,6
0.991444861,0.130526192,0.266954563,0.621765438,5.5
0.965925826,0.258819045,0.266954563,0.621765438,5
0.923879533,0.382683432,0.266954563,0.621765438,4.5
0.866025404,0.5,0.266954563,0.621765438,4
