period,lat,lon,parking
15,37.520642,126.912629,0
16,37.519091,126.892812,10.5
17,37.519091,126.892812,10
18,37.519091,126.892812,9.5
19,37.519091,126.892812,9
20,37.519091,126.892812,8.5
21,37.519091,126.892812,8
22,37.519091,126.892812,7.5
23,37.519091,126.892812,7
24,37.519091,126.892812,6.5
25,37.519091,126.892812,6
26,37.519091,126.892812,5.5
27,37.519091,126.892812,5
28,37.519091,126.892812,4.5
29,37.519091,126.892812,4
30,37.519091,126.892812,3.5
31,37.519091,126.892812,3
32,37.519091,126.892812,2.5
33,37.519091,126.892812,2
34,37.519091,126.892812,1.5
35,37.519091,126.892812,1
36,37.519091,126.912659,0.5
37,37.519091,126.932606,0
38,37.520742,126.932606,0
39,37.521593,126.932606,3.5
40,37.521593,126.932606,3
41,37.521593,126.932606,2.5
42,37.521593,126.932606,2
43,37.521593,126.932606,1.5
44,37.521593,126.932606,1
45,37.521593,126.932606,0.5
46,37.521593,126.932606,0
47,37.499791,126.919634,0
48,37.521593,126.932606,7
1,37.521593,126.932606,6.5
2,37.521593,126.932606,6
3,37.521593,126.932606,5.5
4,37.521593,126.932606,5
5,37.521593,126.932606,4.5
6,37.521593,126.932606,4
7,37.521593,126.932606,3.5
8,37.521593,126.932606,3
9,37.521593,126.932606,2.5
10,37.521593,126.932606,2
11,37.521593,126.932606,1.5
12,37.521593,126.932606,1
13,37.521593,126.932606,0.5
14,37.521593,126.932606,0
15,37.519342,126.912709,0
16,37.518891,126.892802,10.5
17,37.518891,126.892802,10
18,37.518891,126.892802,9.5
19,37.518891,126.892802,9
20,37.518891,126.892802,8.5
21,37.518891,126.892802,8
22,37.518891,126.892802,7.5
23,37.518891,126.892802,7
24,37.518891,126.892802,6.5
25,37.518891,126.892802,6
26,37.518891,126.892802,5.5
27,37.518891,126.892802,5
28,37.518891,126.892802,4.5
29,37.518891,126.892802,4
30,37.518891,126.892802,3.5
31,37.518891,126.892802,3
32,37.518891,126.892802,2.5
33,37.518891,126.892802,2
