period,lat,lon,parking
16,37.5156275,126.909079,0
17,37.520736,126.919265,10.5
18,37.520736,126.919265,10
19,37.520736,126.919265,9.5
20,37.520736,126.919265,9
21,37.520736,126.919265,8.5
22,37.520736,126.919265,8
23,37.520736,126.919265,7.5
24,37.520736,126.919265,7
25,37.520736,126.919265,6.5
26,37.520736,126.919265,6
27,37.520736,126.919265,5.5
28,37.520736,126.919265,5
29,37.520736,126.919265,4.5
30,37.520736,126.919265,4
31,37.520736,126.919265,3.5
32,37.520736,126.919265,3
33,37.520736,126.919265,2.5
34,37.520736,126.919265,2
35,37.520736,126.919265,1.5
36,37.520736,126.919265,1
37,37.520736,126.919265,0.5
38,37.520736,126.919265,0
39,37.5153275,126.919265,0
40,37.508819,126.909079,11.5
41,37.508819,126.898823,11
42,37.508819,126.898823,10.5
43,37.508819,126.898823,10
44,37.508819,126.898823,9.5
45,37.508819,126.898823,9
46,37.508819,126.898823,8.5
47,37.508819,126.898823,8
48,37.508819,126.898823,7.5
1,37.508819,126.898823,7
2,37.508819,126.898823,6.5
3,37.508819,126.898823,6
4,37.508819,126.898823,5.5
5,37.508819,126.898823,5
6,37.508819,126.898823,4.5
7,37.508819,126.898823,4
8,37.508819,126.898823,3.5
9,37.508819,126.898823,3
10,37.508819,126.898823,2.5
11,37.508819,126.898823,2
12,37.508819,126.898823,1.5
13,37.508819,126.898823,1
14,37.508819,126.898823,0.5
15,37.508819,126.898823,0
16,37.5150275,126.909079,0
17,37.521136,126.919255,9.5
18,37.521136,126.919255,9
19,37.521136,126.919255,8.5
20,37.521136,126.919255,8
21,37.521136,126.919255,7.5
22,37.521136,126.919255,7
23,37.521136,126.919255,6.5
24,37.521136,126.919255,6
25,37.521136,126.919255,5.5
26,37.521136,126.919255,5
27,37.521136,126.919255,4.5
28,37.521136,126.919255,4
29,37.521136,126.919255,3.5
30,37.521136,126.919255,3
31,37.521136,126.919255,2.5
32,37.521136,126.919255,2
33,37.521136,126.919255,1.5
34,37.521136,126.919255,1
35,37.521136,126.919255,0.5
36,37.521136,126.919255,0
37,37.518646,126.903712,0
38,37.521136,126.919255,0
39,37.5159275,126.919255,0
40,37.508119,126.908949,11.5
41,37.508119,126.898703,11
42,37.508119,126.898703,10.5
43,37.508119,126.898703,10
44,37.508119,126.898703,9.5
45,37.508119,126.898703,9
46,37.508119,126.898703,8.5
47,37.508119,126.898703,8
48,37.508119,126.898703,7.5
1,37.508119,126.898703,7
2,37.508119,126.898703,6.5
3,37.508119,126.898703,6
4,37.508119,126.898703,5.5
5,37.508119,126.898703,5
6,37.508119,126.898703,4.5
7,37.508119,126.898703,4
8,37.508119,126.898703,3.5
9,37.508119,126.898703,3
10,37.508119,126.898703,2.5
11,37.508119,126.898703,2
12,37.508119,126.898703,1.5
13,37.508119,126.898703,1
14,37.508119,126.898703,0.5
15,37.508119,126.898703,0
16,37.5147275,126.909079,0
17,37.522236,126.919355,4.5
18,37.522236,126.919355,4
19,37.522236,126.919355,3.5
20,37.522236,126.919355,3
21,37.522236,126.919355,2.5
22,37.522236,126.919355,2
23,37.522236,126.919355,1.5
24,37.522236,126.919355,1
25,37.522236,126.919355,0.5
26,37.522236,126.919355,0
27,37.510426,126.910278,0
28,37.522236,126.919355,5
29,37.522236,126.919355,4.5
30,37.522236,126.919355,4
31,37.522236,126.919355,3.5
32,37.522236,126.919355,3
33,37.522236,126.919355,2.5
34,37.522236,126.919355,2
35,37.522236,126.919355,1.5
36,37.522236,126.919355,1
37,37.522236,126.919355,0.5
38,37.522236,126.919355,0
39,37.5158275,126.919355,0
40,37.509119,126.908999,11.5
41,37.509119,126.898693,11
42,37.509119,126.898693,10.5
43,37.509119,126.898693,10
44,37.509119,126.898693,9.5
45,37.509119,126.898693,9
46,37.509119,126.898693,8.5
47,37.509119,126.898693,8
48,37.509119,126.898693,7.5
1,37.509119,126.898693,7
2,37.509119,126.898693,6.5
3,37.509119,126.898693,6
4,37.509119,126.898693,5.5
5,37.509119,126.898693,5
6,37.509119,126.898693,4.5
7,37.509119,126.898693,4
8,37.509119,126.898693,3.5
9,37.509119,126.898693,3
10,37.509119,126.898693,2.5
11,37.509119,126.898693,2
12,37.509119,126.898693,1.5
13,37.509119,126.898693,1
14,37.509119,126.898693,0.5
15,37.509119,126.898693,0
16,37.5148275,126.909109,0
17,37.521336,126.919295,10.5
18,37.521336,126.919295,10
19,37.521336,126.919295,9.5
20,37.521336,126.919295,9
21,37.521336,126.919295,8.5
22,37.521336,126.919295,8
23,37.521336,126.919295,7.5
24,37.521336,126.919295,7
25,37.521336,126.919295,6.5
26,37.521336,126.919295,6
27,37.521336,126.919295,5.5
28,37.521336,126.919295,5
29,37.521336,126.919295,4.5
30,37.521336,126.919295,4
31,37.521336,126.919295,3.5
32,37.521336,126.919295,3
33,37.521336,126.919295,2.5
34,37.521336,126.919295,2
35,37.521336,126.919295,1.5
36,37.521336,126.919295,1
37,37.521336,126.919295,0.5
38,37.521336,126.919295,0
39,37.5159275,126.919295,0
40,37.510019,126.908919,11.5
41,37.510019,126.898843,11
42,37.510019,126.898843,10.5
43,37.510019,126.898843,10
44,37.510019,126.898843,9.5
45,37.510019,126.898843,9
46,37.510019,126.898843,8.5
47,37.510019,126.898843,8
