period,lat,lon,parking
28,37.525482,126.908625,0
29,37.525805,126.885027,9
30,37.525805,126.885027,8.5
31,37.525805,126.885027,8
32,37.525805,126.885027,7.5
33,37.525805,126.885027,7
34,37.525805,126.885027,6.5
35,37.525805,126.885027,6
36,37.525805,126.885027,5.5
37,37.525805,126.885027,5
38,37.525805,126.885027,4.5
39,37.525805,126.885027,4
40,37.525805,126.885027,3.5
41,37.525805,126.885027,3
42,37.525805,126.885027,2.5
43,37.525805,126.885027,2
44,37.525805,126.885027,1.5
45,37.525805,126.885027,1
46,37.525805,126.908565,0.5
47,37.525805,126.931993,0
48,37.525382,126.931993,0
1,37.524959,126.931993,3.5
2,37.524959,126.931993,3
3,37.524959,126.931993,2.5
4,37.524959,126.931993,2
5,37.524959,126.931993,1.5
6,37.524959,126.931993,1
7,37.524959,126.931993,0.5
8,37.524959,126.931993,0
9,37.518646,126.903712,0
10,37.541125,126.898219,0
11,37.524959,126.931993,8
12,37.524959,126.931993,7.5
13,37.524959,126.931993,7
14,37.524959,126.931993,6.5
15,37.524959,126.931993,6
16,37.524959,126.931993,5.5
17,37.524959,126.931993,5
18,37.524959,126.931993,4.5
19,37.524959,126.931993,4
20,37.524959,126.931993,3.5
21,37.524959,126.931993,3
22,37.524959,126.931993,2.5
23,37.524959,126.931993,2
24,37.524959,126.931993,1.5
25,37.524959,126.931993,1
26,37.524959,126.931993,0.5
27,37.524959,126.931993,0
28,37.525682,126.908465,0
29,37.527005,126.884987,9
30,37.527005,126.884987,8.5
31,37.527005,126.884987,8
32,37.527005,126.884987,7.5
33,37.527005,126.884987,7
34,37.527005,126.884987,6.5
35,37.527005,126.884987,6
36,37.527005,126.884987,5.5
37,37.527005,126.884987,5
38,37.527005,126.884987,4.5
39,37.527005,126.884987,4
40,37.527005,126.884987,3.5
41,37.527005,126.884987,3
42,37.527005,126.884987,2.5
43,37.527005,126.884987,2
44,37.527005,126.884987,1.5
45,37.527005,126.884987,1
46,37.527005,126.908465,0.5
47,37.527005,126.931993,0
48,37.524682,126.931993,0
1,37.523159,126.931993,13
2,37.523159,126.931993,12.5
3,37.523159,126.931993,12
4,37.523159,126.931993,11.5
5,37.523159,126.931993,11
6,37.523159,126.931993,10.5
7,37.523159,126.931993,10
8,37.523159,126.931993,9.5
9,37.523159,126.931993,9
10,37.523159,126.931993,8.5
11,37.523159,126.931993,8
12,37.523159,126.931993,7.5
13,37.523159,126.931993,7
14,37.523159,126.931993,6.5
15,37.523159,126.931993,6
16,37.523159,126.931993,5.5
17,37.523159,126.931993,5
18,37.523159,126.931993,4.5
19,37.523159,126.931993,4
20,37.523159,126.931993,3.5
21,37.523159,126.931993,3
22,37.523159,126.931993,2.5
23,37.523159,126.931993,2
24,37.523159,126.931993,1.5
25,37.523159,126.931993,1
26,37.523159,126.931993,0.5
27,37.523159,126.931993,0
28,37.525982,126.908505,0
29,37.527305,126.885057,9
30,37.527305,126.885057,8.5
31,37.527305,126.885057,8
32,37.527305,126.885057,7.5
33,37.527305,126.885057,7
34,37.527305,126.885057,6.5
35,37.527305,126.885057,6
36,37.527305,126.885057,5.5
37,37.527305,126.885057,5
38,37.527305,126.885057,4.5
39,37.527305,126.885057,4
40,37.527305,126.885057,3.5
41,37.527305,126.885057,3
42,37.527305,126.885057,2.5
43,37.527305,126.885057,2
44,37.527305,126.885057,1.5
45,37.527305,126.885057,1
46,37.527305,126.908585,0.5
47,37.527305,126.932113,0
48,37.524282,126.932113,0
1,37.524859,126.932113,0
2,37.517527,126.894958,0
3,37.517352,126.927574,0
4,37.524859,126.932113,11.5
5,37.524859,126.932113,11
6,37.524859,126.932113,10.5
7,37.524859,126.932113,10
8,37.524859,126.932113,9.5
9,37.524859,126.932113,9
10,37.524859,126.932113,8.5
11,37.524859,126.932113,8
12,37.524859,126.932113,7.5
13,37.524859,126.932113,7
14,37.524859,126.932113,6.5
15,37.524859,126.932113,6
16,37.524859,126.932113,5.5
17,37.524859,126.932113,5
18,37.524859,126.932113,4.5
19,37.524859,126.932113,4
20,37.524859,126.932113,3.5
21,37.524859,126.932113,3
22,37.524859,126.932113,2.5
23,37.524859,126.932113,2
24,37.524859,126.932113,1.5
25,37.524859,126.932113,1
26,37.524859,126.932113,0.5
27,37.524859,126.932113,0
28,37.524482,126.908545,0
29,37.525605,126.885117,9
30,37.525605,126.885117,8.5
31,37.525605,126.885117,8
32,37.525605,126.885117,7.5
33,37.525605,126.885117,7
34,37.525605,126.885117,6.5
35,37.525605,126.885117,6
36,37.525605,126.885117,5.5
37,37.525605,126.885117,5
38,37.525605,126.885117,4.5
39,37.525605,126.885117,4
40,37.525605,126.885117,3.5
41,37.525605,126.885117,3
42,37.525605,126.885117,2.5
43,37.525605,126.885117,2
