period,lat,lon,parking
12,37.5249945,126.898998,0
13,37.52593,126.91146,12
14,37.52593,126.91146,11.5
15,37.52593,126.91146,11
16,37.52593,126.91146,10.5
17,37.52593,126.91146,10
18,37.52593,126.91146,9.5
19,37.52593,126.91146,9
20,37.52593,126.91146,8.5
21,37.52593,126.91146,8
22,37.52593,126.91146,7.5
23,37.52593,126.91146,7
24,37.52593,126.91146,6.5
25,37.52593,126.91146,6
26,37.52593,126.91146,5.5
27,37.52593,126.91146,5
28,37.52593,126.91146,4.5
29,37.52593,126.91146,4
30,37.52593,126.91146,3.5
31,37.52593,126.91146,3
32,37.52593,126.91146,2.5
33,37.52593,126.91146,2
34,37.52593,126.91146,1.5
35,37.52593,126.91146,1
36,37.52593,126.91146,0.5
37,37.52593,126.91146,0
38,37.5244945,126.899058,0
39,37.522659,126.886396,4.5
40,37.522659,126.886396,4
41,37.522659,126.886396,3.5
42,37.522659,126.886396,3
43,37.522659,126.886396,2.5
44,37.522659,126.886396,2
45,37.522659,126.886396,1.5
46,37.522659,126.886396,1
47,37.522659,126.886396,0.5
48,37.522659,126.886396,0
1,37.511191,126.916973,0
2,37.522594,126.905258,0
3,37.522659,126.886396,4
4,37.522659,126.886396,3.5
5,37.522659,126.886396,3
6,37.522659,126.886396,2.5
7,37.522659,126.886396,2
8,37.522659,126.886396,1.5
9,37.522659,126.886396,1
10,37.522659,126.886396,0.5
11,37.522659,126.886396,0
12,37.5238945,126.899078,0
13,37.52603,126.91157,12
14,37.52603,126.91157,11.5
15,37.52603,126.91157,11
16,37.52603,126.91157,10.5
17,37.52603,126.91157,10
18,37.52603,126.91157,9.5
19,37.52603,126.91157,9
20,37.52603,126.91157,8.5
21,37.52603,126.91157,8
22,37.52603,126.91157,7.5
23,37.52603,126.91157,7
24,37.52603,126.91157,6.5
25,37.52603,126.91157,6
26,37.52603,126.91157,5.5
27,37.52603,126.91157,5
28,37.52603,126.91157,4.5
29,37.52603,126.91157,4
30,37.52603,126.91157,3.5
31,37.52603,126.91157,3
32,37.52603,126.91157,2.5
33,37.52603,126.91157,2
34,37.52603,126.91157,1.5
35,37.52603,126.91157,1
36,37.52603,126.91157,0.5
37,37.52603,126.91157,0
38,37.5242945,126.898978,0
39,37.521259,126.886336,10
40,37.521259,126.886336,9.5
41,37.521259,126.886336,9
42,37.521259,126.886336,8.5
43,37.521259,126.886336,8
44,37.521259,126.886336,7.5
45,37.521259,126.886336,7
46,37.521259,126.886336,6.5
47,37.521259,126.886336,6
48,37.521259,126.886336,5.5
1,37.521259,126.886336,5
2,37.521259,126.886336,4.5
3,37.521259,126.886336,4
4,37.521259,126.886336,3.5
5,37.521259,126.886336,3
6,37.521259,126.886336,2.5
7,37.521259,126.886336,2
8,37.521259,126.886336,1.5
9,37.521259,126.886336,1
10,37.521259,126.886336,0.5
11,37.521259,126.886336,0
12,37.5241945,126.898958,0
13,37.52563,126.91156,2
14,37.52563,126.91156,1.5
15,37.52563,126.91156,1
16,37.52563,126.91156,0.5
17,37.52563,126.91156,0
18,37.517527,126.894958,0
19,37.52563,126.91156,0.5
20,37.52563,126.91156,0
21,37.5255,126.886289,0
22,37.494037,126.908347,0
23,37.52563,126.91156,0.5
24,37.52563,126.91156,0
25,37.515144,126.90706,0
26,37.505225,126.921952,0
27,37.525956,126.911091,0
28,37.52563,126.91156,4.5
29,37.52563,126.91156,4
30,37.52563,126.91156,3.5
31,37.52563,126.91156,3
32,37.52563,126.91156,2.5
33,37.52563,126.91156,2
34,37.52563,126.91156,1.5
35,37.52563,126.91156,1
36,37.52563,126.91156,0.5
37,37.52563,126.91156,0
38,37.5243945,126.898948,0
39,37.522659,126.886416,1
40,37.522659,126.886416,0.5
41,37.522659,126.886416,0
42,37.533823,126.917638,0
43,37.522659,126.886416,8
44,37.522659,126.886416,7.5
45,37.522659,126.886416,7
46,37.522659,126.886416,6.5
47,37.522659,126.886416,6
48,37.522659,126.886416,5.5
1,37.522659,126.886416,5
2,37.522659,126.886416,4.5
3,37.522659,126.886416,4
4,37.522659,126.886416,3.5
5,37.522659,126.886416,3
6,37.522659,126.886416,2.5
7,37.522659,126.886416,2
8,37.522659,126.886416,1.5
9,37.522659,126.886416,1
10,37.522659,126.886416,0.5
11,37.522659,126.886416,0
12,37.5236945,126.898948,0
13,37.52683,126.91162,12
14,37.52683,126.91162,11.5
15,37.52683,126.91162,11
16,37.52683,126.91162,10.5
17,37.52683,126.91162,10
18,37.52683,126.91162,9.5
19,37.52683,126.91162,9
20,37.52683,126.91162,8.5
21,37.52683,126.91162,8
22,37.52683,126.91162,7.5
23,37.52683,126.91162,7
24,37.52683,126.91162,6.5
25,37.52683,126.91162,6
26,37.52683,126.91162,5.5
27,37.52683,126.91162,5
28,37.52683,126.91162,4.5
29,37.52683,126.91162,4
30,37.52683,126.91162,3.5
31,37.52683,126.91162,3
32,37.52683,126.91162,2.5
33,37.52683,126.91162,2
34,37.52683,126.91162,1.5
35,37.52683,126.91162,1
36,37.52683,126.91162,0.5
37,37.52683,126.91162,0
38,37.5249945,126.898888,0
39,37.521059,126.886406,10
40,37.521059,126.886406,9.5
41,37.521059,126.886406,9
42,37.521059,126.886406,8.5
43,37.521059,126.886406,8
44,37.521059,126.886406,7.5
45,37.521059,126.886406,7
46,37.521059,126.886406,6.5
47,37.521059,126.886406,6
48,37.521059,126.886406,5.5
1,37.521059,126.886406,5
2,37.521059,126.886406,4.5
3,37.521059,126.886406,4
4,37.521059,126.886406,3.5
5,37.521059,126.886406,3
6,37.521059,126.886406,2.5
7,37.521059,126.886406,2
8,37.521059,126.886406,1.5
9,37.521059,126.886406,1
10,37.521059,126.886406,0.5
11,37.521059,126.886406,0
12,37.5238945,126.899058,0
13,37.52703,126.91153,12
14,37.52703,126.91153,11.5
15,37.52703,126.91153,11
16,37.52703,126.91153,10.5
17,37.52703,126.91153,10
18,37.52703,126.91153,9.5
19,37.52703,126.91153,9
20,37.52703,126.91153,8.5
21,37.52703,126.91153,8
22,37.52703,126.91153,7.5
23,37.52703,126.91153,7
24,37.52703,126.91153,6.5
25,37.52703,126.91153,6
26,37.52703,126.91153,5.5
27,37.52703,126.91153,5
28,37.52703,126.91153,4.5
29,37.52703,126.91153,4
30,37.52703,126.91153,3.5
31,37.52703,126.91153,3
32,37.52703,126.91153,2.5
33,37.52703,126.91153,2
34,37.52703,126.91153,1.5
35,37.52703,126.91153,1
36,37.52703,126.91153,0.5
37,37.52703,126.91153,0
38,37.5236945,126.898928,0
39,37.522659,126.886476,10
40,37.522659,126.886476,9.5
41,37.522659,126.886476,9
42,37.522659,126.886476,8.5
43,37.522659,126.886476,8
44,37.522659,126.886476,7.5
45,37.522659,126.886476,7
46,37.522659,126.886476,6.5
47,37.522659,126.886476,6
48,37.522659,126.886476,5.5
1,37.522659,126.886476,5
2,37.522659,126.886476,4.5
3,37.522659,126.886476,4
4,37.522659,126.886476,3.5
5,37.522659,126.886476,3
6,37.522659,126.886476,2.5
7,37.522659,126.886476,2
8,37.522659,126.886476,1.5
9,37.522659,126.886476,1
10,37.522659,126.886476,0.5
11,37.522659,126.886476,0
12,37.5236945,126.898928,0
13,37.52703,126.91161,12
14,37.52703,126.91161,11.5
15,37.52703,126.91161,11
16,37.52703,126.91161,10.5
17,37.52703,126.91161,10
18,37.52703,126.91161,9.5
19,37.52703,126.91161,9
20,37.52703,126.91161,8.5
21,37.52703,126.91161,8
22,37.52703,126.91161,7.5
23,37.52703,126.91161,7
24,37.52703,126.91161,6.5
25,37.52703,126.91161,6
26,37.52703,126.91161,5.5
27,37.52703,126.91161,5
28,37.52703,126.91161,4.5
29,37.52703,126.91161,4
30,37.52703,126.91161,3.5
31,37.52703,126.91161,3
32,37.52703,126.91161,2.5
33,37.52703,126.91161,2
34,37.52703,126.91161,1.5
35,37.52703,126.91161,1
36,37.52703,126.91161,0.5
37,37.52703,126.91161,0
38,37.5244945,126.899008,0
39,37.521559,126.886336,2
40,37.521559,126.886336,1.5
41,37.521559,126.886336,1
42,37.521559,126.886336,0.5
43,37.521559,126.886336,0
44,37.533885,126.90191,0
45,37.522594,126.905258,0
46,37.521559,126.886336,6.5
47,37.521559,126.886336,6
48,37.521559,126.886336,5.5
1,37.521559,126.886336,5
2,37.521559,126.886336,4.5
3,37.521559,126.886336,4
4,37.521559,126.886336,3.5
5,37.521559,126.886336,3
6,37.521559,126.886336,2.5
7,37.521559,126.886336,2
8,37.521559,126.886336,1.5
9,37.521559,126.886336,1
10,37.521559,126.886336,0.5
11,37.521559,126.886336,0
12,37.5236945,126.899048,0
13,37.52663,126.91153,12
14,37.52663,126.91153,11.5
15,37.52663,126.91153,11
16,37.52663,126.91153,10.5
17,37.52663,126.91153,10
18,37.52663,126.91153,9.5
19,37.52663,126.91153,9
20,37.52663,126.91153,8.5
21,37.52663,126.91153,8
22,37.52663,126.91153,7.5
23,37.52663,126.91153,7
24,37.52663,126.91153,6.5
25,37.52663,126.91153,6
26,37.52663,126.91153,5.5
27,37.52663,126.91153,5
28,37.52663,126.91153,4.5
29,37.52663,126.91153,4
30,37.52663,126.91153,3.5
31,37.52663,126.91153,3
32,37.52663,126.91153,2.5
33,37.52663,126.91153,2
34,37.52663,126.91153,1.5
35,37.52663,126.91153,1
36,37.52663,126.91153,0.5
37,37.52663,126.91153,0
38,37.5234945,126.898978,0
39,37.522459,126.886446,10
40,37.522459,126.886446,9.5
41,37.522459,126.886446,9
42,37.522459,126.886446,8.5
43,37.522459,126.886446,8
44,37.522459,126.886446,7.5
45,37.522459,126.886446,7
46,37.522459,126.886446,6.5
47,37.522459,126.886446,6
48,37.522459,126.886446,5.5
1,37.522459,126.886446,5
2,37.522459,126.886446,4.5
3,37.522459,126.886446,4
4,37.522459,126.886446,3.5
5,37.522459,126.886446,3
6,37.522459,126.886446,2.5
7,37.522459,126.886446,2
8,37.522459,126.886446,1.5
9,37.522459,126.886446,1
10,37.522459,126.886446,0.5
11,37.522459,126.886446,0
12,37.5236945,126.898968,0
13,37.52543,126.91148,12
14,37.52543,126.91148,11.5
15,37.52543,126.91148,11
16,37.52543,126.91148,10.5
17,37.52543,126.91148,10
18,37.52543,126.91148,9.5
19,37.52543,126.91148,9
20,37.52543,126.91148,8.5
21,37.52543,126.91148,8
22,37.52543,126.91148,7.5
23,37.52543,126.91148,7
24,37.52543,126.91148,6.5
25,37.52543,126.91148,6
26,37.52543,126.91148,5.5
27,37.52543,126.91148,5
28,37.52543,126.91148,4.5
29,37.52543,126.91148,4
30,37.52543,126.91148,3.5
31,37.52543,126.91148,3
32,37.52543,126.91148,2.5
33,37.52543,126.91148,2
34,37.52543,126.91148,1.5
35,37.52543,126.91148,1
36,37.52543,126.91148,0.5
37,37.52543,126.91148,0
38,37.5246945,126.898998,0
39,37.522759,126.886386,10
40,37.522759,126.886386,9.5
41,37.522759,126.886386,9
42,37.522759,126.886386,8.5
43,37.522759,126.886386,8
44,37.522759,126.886386,7.5
45,37.522759,126.886386,7
46,37.522759,126.886386,6.5
47,37.522759,126.886386,6
48,37.522759,126.886386,5.5
1,37.522759,126.886386,5
2,37.522759,126.886386,4.5
3,37.522759,126.886386,4
4,37.522759,126.886386,3.5
5,37.522759,126.886386,3
6,37.522759,126.886386,2.5
7,37.522759,126.886386,2
8,37.522759,126.886386,1.5
9,37.522759,126.886386,1
10,37.522759,126.886386,0.5
11,37.522759,126.886386,0
12,37.5238945,126.898988,0
13,37.52633,126.91153,12
14,37.52633,126.91153,11.5
15,37.52633,126.91153,11
16,37.52633,126.91153,10.5
17,37.52633,126.91153,10
18,37.52633,126.91153,9.5
19,37.52633,126.91153,9
20,37.52633,126.91153,8.5
21,37.52633,126.91153,8
22,37.52633,126.91153,7.5
23,37.52633,126.91153,7
24,37.52633,126.91153,6.5
25,37.52633,126.91153,6
26,37.52633,126.91153,5.5
27,37.52633,126.91153,5
28,37.52633,126.91153,4.5
29,37.52633,126.91153,4
30,37.52633,126.91153,3.5
31,37.52633,126.91153,3
32,37.52633,126.91153,2.5
33,37.52633,126.91153,2
34,37.52633,126.91153,1.5
35,37.52633,126.91153,1
36,37.52633,126.91153,0.5
37,37.52633,126.91153,0
38,37.5238945,126.898928,0
39,37.522659,126.886366,10
40,37.522659,126.886366,9.5
41,37.522659,126.886366,9
42,37.522659,126.886366,8.5
43,37.522659,126.886366,8
44,37.522659,126.886366,7.5
45,37.522659,126.886366,7
46,37.522659,126.886366,6.5
47,37.522659,126.886366,6
48,37.522659,126.886366,5.5
1,37.522659,126.886366,5
2,37.522659,126.886366,4.5
3,37.522659,126.886366,4
4,37.522659,126.886366,3.5
5,37.522659,126.886366,3
6,37.522659,126.886366,2.5
7,37.522659,126.886366,2
8,37.522659,126.886366,1.5
9,37.522659,126.886366,1
10,37.522659,126.886366,0.5
11,37.522659,126.886366,0
12,37.5249945,126.898978,0
13,37.52653,126.91142,1
14,37.52653,126.91142,0.5
15,37.52653,126.91142,0
16,37.500165,126.909248,0
17,37.52653,126.91142,8.5
18,37.52653,126.91142,8
19,37.52653,126.91142,7.5
20,37.52653,126.91142,7
21,37.52653,126.91142,6.5
22,37.52653,126.91142,6
23,37.52653,126.91142,5.5
24,37.52653,126.91142,5
25,37.52653,126.91142,4.5
26,37.52653,126.91142,4
27,37.52653,126.91142,3.5
28,37.52653,126.91142,3
29,37.52653,126.91142,2.5
30,37.52653,126.91142,2
31,37.52653,126.91142,1.5
32,37.52653,126.91142,1
33,37.52653,126.91142,0.5
34,37.52653,126.91142,0
35,37.500165,126.909248,0
36,37.52653,126.91142,0.5
37,37.52653,126.91142,0
38,37.5231945,126.899078,0
39,37.521959,126.886416,10
40,37.521959,126.886416,9.5
41,37.521959,126.886416,9
42,37.521959,126.886416,8.5
43,37.521959,126.886416,8
44,37.521959,126.886416,7.5
45,37.521959,126.886416,7
46,37.521959,126.886416,6.5
47,37.521959,126.886416,6
48,37.521959,126.886416,5.5
1,37.521959,126.886416,5
2,37.521959,126.886416,4.5
3,37.521959,126.886416,4
4,37.521959,126.886416,3.5
5,37.521959,126.886416,3
6,37.521959,126.886416,2.5
7,37.521959,126.886416,2
8,37.521959,126.886416,1.5
9,37.521959,126.886416,1
10,37.521959,126.886416,0.5
11,37.521959,126.886416,0
12,37.5233945,126.898918,0
13,37.52553,126.91158,12
14,37.52553,126.91158,11.5
15,37.52553,126.91158,11
16,37.52553,126.91158,10.5
17,37.52553,126.91158,10
18,37.52553,126.91158,9.5
19,37.52553,126.91158,9
20,37.52553,126.91158,8.5
21,37.52553,126.91158,8
22,37.52553,126.91158,7.5
23,37.52553,126.91158,7
24,37.52553,126.91158,6.5
25,37.52553,126.91158,6
26,37.52553,126.91158,5.5
27,37.52553,126.91158,5
28,37.52553,126.91158,4.5
29,37.52553,126.91158,4
30,37.52553,126.91158,3.5
31,37.52553,126.91158,3
32,37.52553,126.91158,2.5
33,37.52553,126.91158,2
34,37.52553,126.91158,1.5
35,37.52553,126.91158,1
36,37.52553,126.91158,0.5
37,37.52553,126.91158,0
38,37.5230945,126.898888,0
39,37.521459,126.886406,10
40,37.521459,126.886406,9.5
41,37.521459,126.886406,9
42,37.521459,126.886406,8.5
43,37.521459,126.886406,8
44,37.521459,126.886406,7.5
45,37.521459,126.886406,7
46,37.521459,126.886406,6.5
47,37.521459,126.886406,6
48,37.521459,126.886406,5.5
1,37.521459,126.886406,5
2,37.521459,126.886406,4.5
3,37.521459,126.886406,4
4,37.521459,126.886406,3.5
5,37.521459,126.886406,3
6,37.521459,126.886406,2.5
7,37.521459,126.886406,2
8,37.521459,126.886406,1.5
9,37.521459,126.886406,1
10,37.521459,126.886406,0.5
11,37.521459,126.886406,0
12,37.5249945,126.898898,0
13,37.52523,126.91162,12
14,37.52523,126.91162,11.5
15,37.52523,126.91162,11
16,37.52523,126.91162,10.5
17,37.52523,126.91162,10
18,37.52523,126.91162,9.5
19,37.52523,126.91162,9
20,37.52523,126.91162,8.5
21,37.52523,126.91162,8
22,37.52523,126.91162,7.5
23,37.52523,126.91162,7
24,37.52523,126.91162,6.5
25,37.52523,126.91162,6
26,37.52523,126.91162,5.5
27,37.52523,126.91162,5
28,37.52523,126.91162,4.5
29,37.52523,126.91162,4
30,37.52523,126.91162,3.5
31,37.52523,126.91162,3
32,37.52523,126.91162,2.5
33,37.52523,126.91162,2
34,37.52523,126.91162,1.5
35,37.52523,126.91162,1
36,37.52523,126.91162,0.5
37,37.52523,126.91162,0
38,37.5231945,126.898988,0
39,37.521959,126.886366,1.5
40,37.521959,126.886366,1
41,37.521959,126.886366,0.5
42,37.521959,126.886366,0
43,37.511191,126.916973,0
44,37.521959,126.886366,7.5
45,37.521959,126.886366,7
46,37.521959,126.886366,6.5
47,37.521959,126.886366,6
48,37.521959,126.886366,5.5
1,37.521959,126.886366,5
2,37.521959,126.886366,4.5
3,37.521959,126.886366,4
4,37.521959,126.886366,3.5
5,37.521959,126.886366,3
6,37.521959,126.886366,2.5
7,37.521959,126.886366,2
8,37.521959,126.886366,1.5
9,37.521959,126.886366,1
10,37.521959,126.886366,0.5
11,37.521959,126.886366,0
12,37.5240945,126.898888,0
13,37.52623,126.91151,7.5
14,37.52623,126.91151,7
15,37.52623,126.91151,6.5
16,37.52623,126.91151,6
