period,lat,lon,parking
15,37.5138025,126.9030935,0
16,37.511596,126.922101,6.5
17,37.511596,126.922101,6
18,37.511596,126.922101,5.5
19,37.511596,126.922101,5
20,37.511596,126.922101,4.5
21,37.511596,126.922101,4
22,37.511596,126.922101,3.5
23,37.511596,126.922101,3
24,37.511596,126.922101,2.5
25,37.511596,126.922101,2
26,37.511596,126.922101,1.5
27,37.511596,126.922101,1
28,37.511596,126.922101,0.5
29,37.511596,126.922101,0
30,37.505259,126.905429,0
31,37.511596,126.922101,7
32,37.511596,126.922101,6.5
33,37.511596,126.922101,6
34,37.511596,126.922101,5.5
35,37.511596,126.922101,5
36,37.511596,126.922101,4.5
37,37.511596,126.922101,4
38,37.511596,126.922101,3.5
39,37.511596,126.922101,3
40,37.511596,126.922101,2.5
41,37.511596,126.922101,2
42,37.511596,126.922101,1.5
43,37.511596,126.922101,1
44,37.511596,126.922101,0.5
45,37.511596,126.922101,0
46,37.5138025,126.9031735,0
47,37.514509,126.884316,6.5
48,37.514509,126.884316,6
1,37.514509,126.884316,5.5
2,37.514509,126.884316,5
3,37.514509,126.884316,4.5
4,37.514509,126.884316,4
5,37.514509,126.884316,3.5
6,37.514509,126.884316,3
7,37.514509,126.884316,2.5
8,37.514509,126.884316,2
9,37.514509,126.884316,1.5
10,37.514509,126.884316,1
11,37.514509,126.884316,0.5
12,37.514509,126.884316,0
13,37.505225,126.921952,0
14,37.514509,126.884316,0
15,37.5131025,126.9032635,0
16,37.512296,126.922101,14.5
17,37.512296,126.922101,14
18,37.512296,126.922101,13.5
19,37.512296,126.922101,13
20,37.512296,126.922101,12.5
21,37.512296,126.922101,12
22,37.512296,126.922101,11.5
23,37.512296,126.922101,11
24,37.512296,126.922101,10.5
25,37.512296,126.922101,10
26,37.512296,126.922101,9.5
27,37.512296,126.922101,9
28,37.512296,126.922101,8.5
29,37.512296,126.922101,8
30,37.512296,126.922101,7.5
31,37.512296,126.922101,7
32,37.512296,126.922101,6.5
33,37.512296,126.922101,6
34,37.512296,126.922101,5.5
35,37.512296,126.922101,5
36,37.512296,126.922101,4.5
37,37.512296,126.922101,4
38,37.512296,126.922101,3.5
39,37.512296,126.922101,3
40,37.512296,126.922101,2.5
41,37.512296,126.922101,2
42,37.512296,126.922101,1.5
43,37.512296,126.922101,1
44,37.512296,126.922101,0.5
45,37.512296,126.922101,0
46,37.5143025,126.9031235,0
47,37.514809,126.884326,7.5
48,37.514809,126.884326,7
1,37.514809,126.884326,6.5
2,37.514809,126.884326,6
3,37.514809,126.884326,5.5
4,37.514809,126.884326,5
5,37.514809,126.884326,4.5
6,37.514809,126.884326,4
7,37.514809,126.884326,3.5
8,37.514809,126.884326,3
9,37.514809,126.884326,2.5
10,37.514809,126.884326,2
11,37.514809,126.884326,1.5
12,37.514809,126.884326,1
13,37.514809,126.884326,0.5
14,37.514809,126.884326,0
15,37.5147025,126.9031035,0
16,37.511796,126.922061,8
17,37.511796,126.922061,7.5
18,37.511796,126.922061,7
19,37.511796,126.922061,6.5
20,37.511796,126.922061,6
21,37.511796,126.922061,5.5
22,37.511796,126.922061,5
23,37.511796,126.922061,4.5
24,37.511796,126.922061,4
25,37.511796,126.922061,3.5
26,37.511796,126.922061,3
27,37.511796,126.922061,2.5
28,37.511796,126.922061,2
29,37.511796,126.922061,1.5
30,37.511796,126.922061,1
31,37.511796,126.922061,0.5
32,37.511796,126.922061,0
33,37.49985,126.898155,0
34,37.511796,126.922061,5.5
35,37.511796,126.922061,5
36,37.511796,126.922061,4.5
37,37.511796,126.922061,4
38,37.511796,126.922061,3.5
39,37.511796,126.922061,3
40,37.511796,126.922061,2.5
41,37.511796,126.922061,2
42,37.511796,126.922061,1.5
43,37.511796,126.922061,1
44,37.511796,126.922061,0.5
